specialty_code,specialty_name,package_code,package_name,package_amount_rs,pre_investigations,post_investigations,govt_reserved,referral_basis
SO,Obstetrics  Gynaecology,SO011A,Caesarean hysterectomy,20000,"Admission Notes comprising of history and examination  (clearly indicating medical management tried and failed or not indicated with reason. If failed documents proving duration of treatment and failure. The medical management should have been tried for atleast 4-6 months covering 1 course of hormone cycle), detailed Ante natal care records/ reasons for non-availability of ANC records. Per op clinical pic is optional","Detailed Procedure / Operative Notes. Histopath of uterus removed, per op pic of specimen removed; status of the child at the time of delivery and at the time of discharge; progress notes,Detailed discharge summary",Yes,Yes
SO,Obstetrics  Gynaecology,SO012A,Manchester Repair,15000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), ","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",Yes,No
SO,Obstetrics  Gynaecology,SO013A,Surgeries for Prolapse - Sling Surgeries,28900,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) ; Photographic documentation of degree/severity of prolapse with patient?s consent,Pap smear.","Detailed Procedure / Operative Notes,  Intraop. stills ,Barcode of sling used; progress notes,Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO014A,Hysterotomy,5000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), USG - Obstetric confirming the above package. Has medicolegal compliance been done?","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, HPE of specimen,Progress notes, Detailed discharge summary",Yes,No
SO,Obstetrics  Gynaecology,SO015A,"Lap. Surgery for Endometriosis 
(Other than Hysterectomy)",11200,"Admission Notes comprising of history and examination, Relavant Investigations (establishing diagnosis) USG/ CT/ MRI/ laparoscopy findings","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE, Progress notes,detailed discharge summary.",Yes,No
SO,Obstetrics  Gynaecology,SO016A,With biopsy,6000,"Admission Notes comprising of history and examination  with indications for the procedure, Relavant Investigations (establishing diagnosis),USG uterus & adnexa ","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE of biopsy specimen,Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO016B,Without biopsy,6000,"Admission Notes comprising of history and examination  with indications for the procedure, Relavant Investigations (establishing diagnosis),USG uterus & adnexa ","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE of biopsy specimen,Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO017A,Hysteroscopic IUCD removal,4700,"Clinical notes with details of IUCD insertion (reason for non availability of details), indication for removing IUCD, USG showing misplaced IUD","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE,Progress notes,detailed discharge summary.",Yes,No
SO,Obstetrics  Gynaecology,SO018A,D&C (Dilatation&curretage),3000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), (USG Abdomen + Pelvis)- optional","Detailed Procedure / Operative Notes, Intraop. Stills, Histopathology of curetted material, Progress notes, Detailed discharge summary",Yes,No
SO,Obstetrics  Gynaecology,SO019A,Dilation and Evacuation (D&E),5000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis),USG abdomen and pelvis)","Detailed Procedure / Operative Notes, Intraop. Stills,Histopathology of evacuated material, Progress notes, Detailed discharge summary",Yes,No
SO,Obstetrics  Gynaecology,SO020A,Pyometra drainage,5000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis)","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO021A,Intrauterine transfusions,11000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis)","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO022A,Hysteroscopic adhesiolysis,6900,"Admission Notes comprising of history and examination  with indications for the procedure, Relavant Investigations (establishing diagnosis),USG Abdomen Pelvis / CT/MRI Abdomen Pelvis","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE,Progress notes,detailed discharge summary.",No,--
SO,Obstetrics  Gynaecology,SO023A,Laparoscopic adhesiolysis,6000,"Admission Notes comprising of history and examination, Relavant Investigations (establishing diagnosis),  USG Abdomen/ Pelvis (CT abdomen- Optional)","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE, Progress notes,detailed discharge summary.",No,--
SO,Obstetrics  Gynaecology,SO024A,Trans-vaginal tape,15200,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) ","Detailed Procedure / Operative Notes, Barcode of TVT/TOT tape used; progress notes,Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO024B,Trans-obturator tape,15200,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) ","Detailed Procedure / Operative Notes, Barcode of TVT/TOT tape used; progress notes,Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO025A,Open,23900,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) , Photographic documentation with patient?s consent. ","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, Barcode of mesh used; progress notes,Detailed discharge summary summary",Yes,No
SO,Obstetrics  Gynaecology,SO025B,Lap.,23900,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) , Photographic documentation with patient?s consent. ","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, Barcode of mesh used; progress notes,Detailed discharge summary summary",Yes,No
SO,Obstetrics  Gynaecology,SO026A,LLETZ (including PAP smear and colposcopy),9900,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) , Evidence of cervical pre-cancer (PAP smear) Colposcopiy. Cervical Biopsy is optional","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, HPE of specimen,Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO027A,Vaginal Sacrospinus fixation with repair,15000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), ","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO028A,Excision of Vaginal Septum (vaginal route),14500,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), need of procedure (USG Abdomen + Pelvis)","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO029A,Hymenectomy for imperforate hymen,3000,Admission Notes comprising of history and examination  with indications for the procedure and need of procedure,"Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",Yes,No
SO,Obstetrics  Gynaecology,SO030A,Anterior & Posterior Colpoperineorrhapy,8000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), clinical pic if feasible","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",Yes,No
SO,Obstetrics  Gynaecology,SO031A,Vaginoplasty (McIndoe procedure),11000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), need of procedure (USG Abdomen + Pelvis)","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO032A,Vaginal repair for vesico-vaginal fistula,34000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) and Cystoscopy/ Cystourethroscopy. Voiding Cystourethrogram is optional. ","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, Progress notes,detailed discharge summary.detailed discharge summary.",Yes,No
SO,Obstetrics  Gynaecology,SO033A,Rectovaginal fistula repair,24000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) ","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, Progress notes,detailed discharge summary.",Yes,No
SO,Obstetrics  Gynaecology,SO034A,Vulval Hamatoma drainage,3000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), ","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO037A,Abdomino Perineal repair for Mullerian Anomaly,20000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis), (USG/ CT/ MRI)","Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO038A,Pelvic Abscess Management including Colpotomy,1200,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) , USG Abdomen & Pelvis","Detailed Procedure / Operative Notes, Intra procedure clinical photograph/ stills; progress notes,Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO040A,Ectopic,14000,"Admission Notes comprising of history and examination  with indications for the procedure,Clinical notes establishing ruptured ectopic with Evidence of beta hCG & USG","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE,detailed discharge summary.",No,--
SO,Obstetrics  Gynaecology,SO040B,PID,14000,"Admission Notes comprising of history and examination  with indications for the procedure,Clinical notes establishing ruptured ectopic with Evidence of beta hCG & USG","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE,detailed discharge summary.",No,--
SO,Obstetrics  Gynaecology,SO041A,Laparoscopic cystectomy,15000,"Admission Notes comprising of history and examination, Relavant Investigations (establishing diagnosis), USG Abdomen Pelvis/ CT abdomen.","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE, Progress notes,detailed discharge summary.",No,--
SO,Obstetrics  Gynaecology,SO042A,Cystocele - Anterior repair,6000,Admission Notes comprising of history and examination with findings establishing Cystocoele . Clinical pic if feasible,"Detailed Procedure / Operative Notes, Intraop. Stills, Progress notes, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO043A,Abdominal ,30000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) ; Urodynamic studies are optional.","Detailed Procedure / Operative Notes;  Intraop. stills ,progress notes,Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO043B,Laparoscopic ,30000,"Admission Notes comprising of history and examination  with indications for the procedure,Relavant Investigations (establishing diagnosis) ; Urodynamic studies are optional.","Detailed Procedure / Operative Notes;  Intraop. stills ,progress notes,Detailed discharge summary",No,--
